Review,title,Rating
"The crypt is downstairs and there are both a lift or stairs to access the restaurant. The room is large and the brickwork is very pretty. There is plenty of choice in the food bars, both salads and hot food. The staff serving were happy...More","Excellent food, reasonable prices, fabulous atmosphere",4.0
"We had a quick stop for lunch ""in the crypt"". Environment in the restaurant was cosy yet spatial. I had a tasty salad from the menu and got more to eat than I could. Well worth a visit.",Jazz Night on every Wednesday,5.0
Just called in for drinks! Didn't know what to expect but was very pleasantly surprised! Reasonably priced drinks and menu looked good. Very popular!,"Mystery, Jazz and delicious food",5.0
When you're in London and want some good British homely cooking head for the Crypt and have fruit/apple crumble and custard or the fruit/apple cobbler and custard !! They're both wonderful and filling....I waited until the lunch rush was over and had my crumble for...More,Peaceful,4.0
We went to the Cafe in the Crypt twice on a recent trip to London. It is a terrific place to stop for a snack or meal or just tea or a glass of wine while in the area. And St. Martin-in-the-Fields is a beautiful...More,Always go here when in London,5.0
"Dear James
Thank you for taking the time to share your feedback on the Café in the Crypt. We were very pleased that you enjoyed the food and the setting but disappointed that you did not feel as positive about the Café team. We regularly...More",An abundance of mouthwatering treats,5.0
"As we had not booked breakfasts at our hotel we decided to try a few alternatives for breakfast, this being the third after the Buttery Café at Burgh House in Hampstead and Cote in St Martins Lane.
The crypt is very spacious and the food...More",Great for a pit stop or lunch….,4.0
"This cafe gets full at lunchtime but you can get a reasonable quality meal for less than £10. The coffee is not always freshly brewed though and it is not always hot. Really good surroundings, obviously in the crypt. Nice toilets. I go there quite...More",Coffee on the tombstones,4.0
"Dear Madeleine
Thank you for your review. We were delighted that you found the food of good quality and value and also appreciated the positive comments on the surroundings, location and toilets. Your comments on the staff although disappointing were appreciated as well. We will...More",An amazing surprise,5.0
"We went for brunch at this great venue - fun eating in a crypt. The food was good, with decent portions, at a very reasonable cost. Also great to hide away in the area out of the freezing weather experienced today.","Affordable, lots of seating, delicious, great atmosphere and location.",5.0
Although busy we were served quickly and found a place to sit. The soup plus with a sandwich or crumble @ £6.95 was great value and very tasty.,china teapots and cups,4.0
"Haven't been to the café in some time, but I went here after going to the Portrait Gallery. I think I should have arrived earlier, as by the time I went in for a bite to eat, the place was packed, and the noise from...More",Cream Tea,4.0
"I remember this café being really good many years ago. Now it's just okay. It's still novel to eat in a crypt, the location is great, and it's a pretty good value for the money. But the food is really average. We had some decent...More",varied lunch and other options,4.0
"Have been here a few times when I've visited London and have introduced people to this gem. Firstly a great location to Trafalgar Square and secondly a great place to pop in for a coffee and cake, or an afternoon snack. However a great place...More",Lovely venue with questionable food!,2.0
I went to the crypt to get out of the rain...I had a lemon drizzle cake and cappuccino...I talked my friends to join me but the crypt closed early that evening...I saw the choices and know I will be back...,Great place to meet up in central London!,4.0
"I treated my mum for Mothers day and we both had an absolutely wonderful time!
We had our own private dining area in the Apse and our own waiter who couldn't do enough for us.
Mum and I are both vegetarians and they catered for...More",Nice,5.0
"You can't beat the atmosphere of the Cafe in the Crypt at St. Martin -in-the-Fields. The food is delicious, reasonably priced and the people working there are very friendly.
They serve breakfast, lunch and dinner.",Afternoon Tea in the Crypt,5.0
"the renovation to a fairly ordinary cafe by modern standards is a bit of a disappointment. the setting is ok but the furniture ordinary, food average and just not cutting enough to make any mark. functionary and ok but hardly worth writing a review about...More","Tasty, and a great setting",4.0
"Restful atmosphere,excellent service.Food tasty & filling.Apple crumble and custard a very comforting pudding.A good choice to escape from the hustle & bustle of central London.",Nice and generous salads,4.0
"We love the soup and hot pudding deal here. For £6.95 its really good value. Home made hearty soup, bread roll, apple pie and custard. Perfect comfort food after travelling and walking. Open till about 8pm I think.",Popular Basement Brasserie,4.0
Stopped off for a little snack and drink during our time in London. What they have done with the crypt is fantastic. Good food and drinks and a place to catch your breath in the business of London,Excellent place for quick and affordable bite to eat,4.0
The Café in the Crypt is always an excellent place to go for dinner or lunch because the food is unfailingly delicious and the atmosphere is very intimate. It is often busy and so can be hard to find a table but the café feel...More,Wish we had gone for lunch,5.0
"Nice spot for a drink and a bite to eat and it goes to a good cause but seriously
£4.25 for a small scone with a bit of jam and cream is a joke....I'm a Londoner so I'm no stranger to huge mark ups but...More",Delicious food in a wonderful setting,5.0
"After a visit to an art gallery next door we were feeling in need of some refreshments. We had hot, delicious soup and sandwiches in the historical Crypt of St. Martin-in-the Fields after standing in the queue for a short time. The prices were very...More",The best cafeteria dining experience,5.0
Found this when going to a theatre matinee and wanted a fairly quick lunch. An amazing setting with vaulted ceiling. Very popular and it was quite difficult to find a seat. Self service with a good varied menu at s reasonable price. Would recommend and...More,Creepy Experience in the Crypt,4.0
"Often go to concerts at this venue and the cript is a good place to eat beforehand. Pleasant environment, good menus choice and great value.",A good place for lunch or a pre-theatre meal,4.0
"We've walked past here on so many occasions but this is our first visit and what a surprise it was!
It was vibrant, popular with all types of people and served lovely, well cooked and very reasonably priced food.
We had the soup and apple...More",Afternoon Tea in the Apse.,5.0
Popped into this oasis as we had very little time before our evening show (just up the road). Not found it before but the welcome and friendly staff were most helpful and the service fitted our timing and budget well. Will definitely return again and...More,Great cafe on a rainy day!,5.0
"I was late in finding this place, but since then have been back several times. It is a very busy but large space to meet up with friends/family for lunch. It is run along the same lines as a national trust cafe with a choice...More","Great location, very ordinary food, perfunctory service",3.0
"The entrance to this restaurant is a bit to the side of the road so it is easy to miss. Not very clearly marked either. Once inside, the place strikes you as gloomy, but it's far from quiet. We got two soups each, but there...More",Lovely place!,4.0
"Very busy, we were having dinner later so had some cake . It was HUGE and delicious.. so good portions 5 stars.. the hot food looked good too..","Great setting, not so good food",2.0
"Just off Trafalgar Square is St Martin in the Fields church under which is the Cafe in the Crypt. The food is sourced locally, well-cooked, honestly priced and the tables are situated in the Crypt. It can get very busy and noisy but hardly a...More",Would I visit again - YES!!!,4.0
"We often eat here when in London as you know what to expect. Often, it will be the soup deal, which is tasty, warm and reasonably priced. The place is usually very busy, but it is a friendly vibe, and the staff are always positive....More",Coffee 'n Crypt,4.0
"Great acoustics, fab location and very nice wine. Pretty chilled and can sip a nice glass of wine whilst eating something yummy and listening to music sometimes",Lovely place but food is lacking,3.0
"I've been each time I come to London over the many years and it never disappoints. My husband and I split the soup and pudding special. Both were very good, although the veggie soup was spicy! The pudding with apple crumble that I've had many...More",Just wonderful,5.0
"The perfect place for Hot Cross Buns on Easter Sunday! The cafe is large and can be a little chilly but the location makes it well worth the visit, especially before a concert.",Fabulous setting and Food,5.0
"It's not hard to figure out why I and many, many others return to the Crypt repeatedly. This basement level of St Martin in the Fields church in Trafalgar Square, really was the crypt until the 20th century transformed it into one of the city's...More",Meeting Family,5.0
"Despite visiting London on numerous occassions I've only recently ""discovered"" the Crypt. I absolutely adore this place now and go as often as I can when near Trafalgar Square. Great food, afternoon tea and all at very reasonable prices especially for London - a real...More","Impressive atmosphere, good food.",4.0
Fresh and tasty food served cafeteria style in the atmospheric Crypt under the church at a good price. Bonus: supporting the music and social ministries of St Martin in the Fields.,Best meal I've had in London,5.0
This cafeteria style eatery is amazing. There is usually a very reasonably priced lunch special and you can then take your meal and sit at a table placed over a 18th century gravestone. Food is wholesome and filling,Interesting Coffee Time,5.0
Whenever my art class and I go to London we like to go to this Cafe. There are usually 6 to 8 of us and we can find enough space with a little judicious moving of chairs to get us all round the table. I...More,"Not only are you buried in history, but the cafeteria is not bad",4.0
The Crypt is a good place to have lunch when you are near Trafalgar Square. The food is excellent & cheaper than other nearby places. Try to go after 12:00 noon as it gets busy,A gem!,5.0
"We often eat here when visiting the National Gallery or attending the free noontime concerts at St. Martins. This trip we also went once for breakfast and had their version of the traditional English breakfast and it was very good. Nice, if limited, selection of...More",What a find!,5.0
"There are numerous sandwisches ,snack and beverage options to choose from in this unique setting. It is self serve so you can stay more or less as long as you wish
Also, there is a book store, which sells more than books, and rubbing center...More",Hidden treasure near Trafalgar Square,5.0
Very good Cafe with a gift shop. They have a good selection of food and snacks. A place to recharge your batteries after touring Trafalgar.,"Great to pop in , rest and relax for a few minutes in London",4.0
"I like the new entrance to the cafe, much smarter than the old entrance. I had a huge vegetarian dish, it was excellent, very fresh and very tasty. The price of the main meals was very affordable. My husband had a very good chicken dish....More","Doing London on a budget? Simple no nonsense fare, unbelievably good value.",5.0
"In this atmospheric deep crypt under St Martin's you can get a good, quick,nutritious and economical lunch or dinner in the centre of London. Be prepared to share your table,(a good experience too), so many other people have found how good the Crypt is, it...More",Lovely lunch in an unusual setting! ,4.0
"This restaurant is a gem! Located beside the National Gallery I happened upon it after wandering through Trafalgar Square. I had heard about it from a friend but didn't know what to expect. The restaurant is self-serve, cafeteria style and well priced. I had soup...More",A pleasing refuge from the Trafalgar Square hordes,4.0
"A wonderful atmospheric and good value eatery in the heart of London.
Beautifully atmospheric building with fairly sympathetic seating and space. The food is good value, although certainly not haute cuisine, it is of a reasonable quality and usually very tasty.
Providing an interval break...More",Hidden Gem,4.0
"We loved this place so much, we went twice in one week. A tour guide recommended the Cafe in the Crypt because part of the proceeds I believe goes to feeding the needy. Even if I didn't care about supporting the church's wonderful efforts in...More",Excellent Breakfast,5.0
"I loved the atmosphere down here! Something so ancient, and yet there we were, listening to tight, 21st Century harmonies. The music was great, the value was good, and the whole experience was unforgettable. I also say props to their gift shop for selling the...More",Good Food. Good Prices,5.0
"I go often here, before or after the concert at St Martin's in the Fields and I enjoyed delicious jazz evenings at the crypt. It will be a bad decision not to take the stairs down into the crypt, while in Trafalgar Square. Could be...More",Great find for breakfast,5.0
"A peaceful venue for a morning pot of tea, a stone's throw from Trafalgar Square. Very atmospheric, with its brick-vaulted ceiling.",Good food in an interesting venue,4.0
"I visited, yet again, this last weekend when in London. It is a firm favourite of all the family. The surrondings are really atmospheric in the Crypt of St Martins in the Field Church by Trafalga Square. If you have a look in the church...More",Delightful after concert venue,5.0
"We had a delicious afternoon tea in the Apse. Spoilt for choice with a large selection of homemade sandwiches, cakes and scones (which were still warm) in a relaxed but incredibly atmospheric setting. The staff were all very friendly and attentive and kept us topped...More",Lovely place ,5.0
Great setting with fantastic vaulted ceilings. Very popular and busy place for a snack or lunch. Tables turnover and were cleared and cleaned efficiently.,Crypt under St Martin in the Fields,5.0
This is a great place for a coffee or lunch. Access from the church or from the north side by Trafalgar Square. The packages filled rolls are tasty & the cappuccino generous. There's also the gift shop adjacent.,"Great Value, Atmosphere",4.0
"what a treat awaits you as you go down below St Martin's into the Crypt. A warm and buzzy atmosphere with a wonderful range of beautifully cooked and presented healthy food, and at a very good price for this splendid location.
Service is friendly and...More",Lovely atmosphere,4.0
"We walked to St. Martin-in-the-Fields and had one of the best lunches of the trip. There was a hot vegetarian option, and I was able to choose a different vegetable to share with my daughter. The mini carrot cake was fantastic (and it made me...More",buzzy atmosphere and good homely food in historic vault,4.0
"It is such a relief to find a cafe which still serves tea in a teapot and provides proper china (not fine porcelain, but it is a cafe after all). It seems that cardboard cups are becoming more common but, for me, tea isn't worth...More",Good Refuge,4.0
"Our cream tea was booked as a surprise and it certainly was. Our party of four were shown to a small area off the main hall. We were offered a glass of bubbly, followed by a choice of teas or coffee, with unlimited refills. The...More",Atmosphere Amazing,5.0
"We often eat here before or after a lunchtime concert. The food is hearty and quite varied. And, yes it is a basement crypt. Adjacent is a newer lower level area with a gift shop, box office and other admin activities.",Great place to drop in to,4.0
"Had lunch here. It is a great venue, clean relaxed with tables kept cleared by polite people. Just two choices for hot main course....veg or non veg. I had meat balls served with pasta and salad. Tasty but reacted badly and caused a very uncomfortable...More",Perfect for a warm pre-theatre meal on a cold night,5.0
"This restaurant/cafe is a great place to meet up in central London. The loos are clean, the food is good and the ambience is quite welcoming. It's also very warm in the winter and a great place to have coffee, tea, breakfast, dessert, lunch and...More","Unusual space, but food not up to par",3.0
Visited the crypt on quite a few occasions. Went on Tuesday and the meal was very good value. The only negative this time was that the beef stroganoff was slightly cold. It was tasty though and the pudding was delicious.,Quick meal in a unique atmosphere,4.0
Highly recommended. Nice and private location with amazing food and large quantities. Service was fantastic. Best afternoon tea I have experienced. Wont disappoint.,My favorite place for lunch!,4.0
"This is a unique and enjoyable setting! The food is casual but hearty. Nearby you have the chance to make a brass rubbing, or go upstairs for a church service or candlelight concert.",Unpleasant experience with dishonest staff,2.0
"Being very hungry, we dropped into the cafe in the crypt on our way to a show nearby and had a a good, honest meal of salads in beautiful surroundings. The cafeteria style suits the buffet menu that offers different salads and hot dishes.",Not the cheapest place but nice,4.0
"The cafe is really more like a brasseries in that there is a wide selection of food and drink including alcohol on offer. Have enjoyed a full lunch, morning coffee and afternoon tea at various times of the year and of course it supports St...More",Nice food in a nice environment,5.0
"A break from the rain and such an excellent space. The food is terrific, too, and not too pricey. I'll be back!",Excellent again,4.0
"Used to come here a lot many years ago when visiting London but had not been for some time, Was very impressed with new gift shop and the cafe is still welcoming. The range of meals and cakes and desserts are so wonderful, and when...More",Interesting Place to Eat,5.0
"We often use this place to meet up with friends, as it's easy to find and serves delicious food for a reasonable price. Add the fact that the crypt itself is stunning, and fully licenced, it's the ideal place to meet in central London.",Desserts to indulge!,4.0
"Hot and cold meals are served here at reasonable prices. The atmosphere adds to the dining experience, and the food is good. We had dinner here before seeing a West End musical, and could not have been happier. A choice of two hot meals were...More",Delicious!,5.0
"A fun place to have breakfast or lunch in a former crypt, at least it was really interesting for this tourist. My 8 year old loved the idea of going down the elevator to Level (-1), we found it really creepy but interesting at the...More",Excellent choice,4.0
"In the atmospheric 18th century brick arched crypt of the historic St Martins in the Fields church, this is a good place for lunch or pre-theatre dinner, with its changing menu of freshly-prepared food. Easily accessible by the new lift and staircase pavilion that also...More",Not all change is good,3.0
"Very accommodating. Friendly staff and approachable manager who took pains to cater to our needs. Varied range of sandwiches and desserts were all delicious. Tea and prosecco were lovely. The secluded apse offers a delightfully unique experience, particularly when making use of its acoustic anomaly....More",Good hearty quick food,3.0
"Dear David
Thank you very much for your review. Afternoon Tea in the Apse is new for the Café in the Crypt so it is really helpful to get some early feedback from our customers. We appreciate your kind words and recommendation and we hope...More",Great place to eat.,5.0
Met here with family. It hit the spot. Lovely location and well priced cafe. Only had drinks but food looked good too. Self service. Polite staff.,Coffee break,5.0
We had a late lunch after attending a concert in St Martin-in-the-Fields to celebrate the Lithuanian national day. We had not visited the crypt since the new and very attractive glass domed entrance was completed. It offers excellent access to both the hale and the...More,Lovely Cafe space,4.0
"When going to London I always find time to go and have lunch in this beautiful place. Food is quite nice with adequate portions. If you are lucky, you may also enjoy the concert in the church upstrairs before or after your meal. Very good...More",Always crowded,3.0
"We went for breakfast here as we were staying nearby and previous reviews were good, but unfortunately we were disappointed. The location is great and the staff very friendly but a cold cooked breakfast is just not right!
Maybe we went at the wrong time...More",Courtyard Cafe - great for Summer,4.0
"Dear Swannie67,
Thank you for taking the time to review the Café in the Crypt. I am glad that you found our team so helpful, but we are of course disappointed that your breakfast was not up to our usual standards, and that we did...More",Christmas dinner,4.0
"Absolutely brilliant, lovely food in a great setting. Great place for a quick snack or for some lunch. Only down side is that you have to be on the look out for when a table becomes free.",Great place to meet up with friends.,5.0
Great place to grab a hot drink on a cold February day. Quite busy but not overly so. Easy to pass by without realising it's there.,"Nice place, average food",3.0
"Wonderful ambience in the former crypt of this lovely church in an extremely convenient location. I've always enjoyed going there, but over the years the quality of the food has deteriorated from ""OK"" to ""pretty horrible."" Very sorry to say so because I've always really...More",Fascinating Breakfast Place,5.0
"Dear Kristen
Many thanks for taking the time to review the Café in the Crypt. I am very sorry that you felt that on this occasion your meal was not up to our previous standards. If you were able to email us with any particular...More",What a fantastic place.,5.0
"Came across this place by chance, and how happy we are that we did.
The food whilst there maybe a limited choice represented good value, the soup was tasty and pipping hot, the apple crumble and custard was divine ( and such huge portions)
Although...More",Good food at a great price,5.0
"I have often walked past this cafe, and never visited. That was a big mistake! I came here with a friend for a bite to eat and a rest. We were so very happily surprised at the venue. The crypt is stunning. The food amazing...More",Oasis in Central London,4.0
"Fantastic location in central London for a meeting point. Excellent food. Friendly Staff.
Great Value.",Excellent for good food and atmosphere,5.0
We had dinner before going to the concert at the church. It is self service. We had mushroom soup and salad. The portions were big and salad was excellent.,nice place for a cuppa,4.0
"I visited London for 4 weeks and had trouble finding a tasty meal for a good price, especially one that has vegetables. The meals at St Martin-in-the-Fields are affordable and very generous on the greens. There are not a lot of meal choices - only...More",Good food and good works,4.0
"Passed the sign for this cafe and decided to go in for coffee with my daughter. Very spacious, so you don't feel neighbours are on top of you. A delicious latte in an informal and unusual setting. Also have a look at the shop also...More",Never disappointed,5.0
"Come out of the Trafalgar Square noise and chaos, to the peaceful crypt around old graves. Enjoy the journey back thru time. Relax and have a nice lunch, tea. Desserts look good. Lots to choose from, already made sandwiches to warm cafeteria-type food.",Lovely venue but breakfast was cold!,3.0
"This is the best place to grab lunch or supper when in London if a good hearty meal at a reasonable price, in a very special location, is what you are seeking.
It always looks very busy when entering but somehow by the time you...More",Great break from the bustle,5.0
We came across this cafe on a wet January lunchtime and we were surprised at the spaciousness of the cafe. It is a marvelous way to use the space under the church. The food choice was excellent and the prices very reasonable in fact you'd...More,A Lunch Time Snack,4.0
Great food for great value. I tried my first apple crumble with custard at this place and fell in love with it. Their soups were delicious too! The earnings also go to a good cause which made me feel really good about being there,Different afternoon tea,5.0
"Great place to find.
Daughter loves the brass rubbing too.
The cafe offers a great variety
staff very caring ,
Choc cake large slice, a little dry though. But overall a good experience.",A bit over-priced,3.0
"So you've travelled to London, spent all morning at The Royal Portrait Gallery and fancy a quick bite to eat at a sensible price...
Yes you'll be eating with masses but where else in Trafalgar Square could you get a fresh bowl of home made...More",Gem in central London,4.0
During our trip to London we were treated to a visit to Cafe in the Crypt at St Martin's in the Fields. This vast cafe if to say the least quirky but visitors are rewarded with a hearty meal at exceptional value prices considering that...More,Very pleasant lunch,4.0
"A welcome cafe for a reasonably cheap meal in the heart of London. If you don't mind cafeteria-style self-service food, I can recommend The Crypt with its extensive menu of hot and cold food.Always very busy but plenty of serving staff to keep things moving...More",Unusual and fantastic value. A hidden gem,4.0
"Hidden away underground is this little gem. It wasn’t overly busy, and there was plenty of seating. A good selection of hot and cold food. Free water and ice in jugs which was a nice touch instead of having to buy expensive bottled water. The...More",Christmas Shopping Weekend.,5.0
"Second visit here for breakfast and never disappointed, very good value food and plenty of it, great price and wonderful surroundings in the Crypt. Lovely gift shop too.More",Fabulous Soup on a cold London Winters day.,4.0
"Dear Jessybobs,
Thank you vey much for your review. We recently made some changes to the breakfast menu and to how we serve it so it is very helpful and encouraging to hear that you liked it. We hope to welcome you back soon to...More",great place to meet,4.0
Unique restaurant in the basement of St Martins in the Field church. Right at Trafalgar Square. I've eaten here 3 times. Enjoyed every meal. Decent prices for London. Caffeteria style but not tacky.,Cold food and rude hot drinks station staff spoils a fine venue,3.0
We chanced upon the cafe in the crypt when we arrived a Charing Cross station and decided to have breakfast there. What a good choice! Lovely surroundings and profit from the cafe supports the work of the church. Had a wonderful breakfast (full English) with...More,"Central place to meet, good value and lovely atmosphere in the Crypt.",5.0
I ate here three times in my recent visit to London. I ate around 11:30 which isn't as crowded as 12:30. Although there are many tables it gets filled up. There isn't a huge selection of food but there is something for meat eaters and...More,"An excellent dining option with good food, good value and good atmosphere",4.0
"Dear Cindy and Ted
Thank you for taking the time to share your thoughts on the Café in the Crypt. I am delighted that you found the food delicious and fresh and I will pass this on to the new Executive Chef. You mentioned a...More","Great cafe, great location",4.0
Friends and I had drinks here after a concert in December. Very attractive venue and a Christmas shop with some lovely cards and decorations. Not expensive to eat either. Will go again.,A very particular place to have lunch.,4.0
"Dear Jane
Many thanks for taking the time to share your thoughts on the Café in the Crypt and for giving us such a wonderful review. We hope to welcome you back to St Martin-in-the-Fields in the near future.
Best wishes
Julie, Café Team",Wonderful cafe!,5.0
"Visited for lunch having been to national gallery next door,
Had a great lunch in a very nice area very plesent helpful staff,lunch cost thirty pounds for main course,dessert, coffee very good for two people.
I went to the gift shop after the lunch and...More",Dining in the Crypt,4.0
This really is a lovely restaurant.....warm and with bags of atmosphere. There are a good range of reasonably priced dishes.Both soya milk and gluten free snacks are available but with a rather limited choice.,Home-made meal on a budget,4.0
"Great Value, Atmosphere was fun. Nice walk from Big Ben and Westminster Abby. We were able to find something that everyone liked, even a Vegan.",Beautiful setting let down by food,2.0
"My husband and I stopped here for tea and scones after visiting the National Gallery. It was close by, but a bit hard to find using google maps. The entrance is in the courtyard next to the church down some stairs (in a circular glass...More","Great food, hidden gem in a busy area",4.0
"Excellent veggie hot meals, although disappointed that their Friday special of Fish and chips was sold out at only 1830.
Although completely packed , it is only a short wait to find a table. In the meantime admire the gorgeous brick arches",Atmospheric fast lunch before you go to the National Gallery,3.0
A nice space just off one of the busiest parts of London. Reasonably priced and with a great atmosphere underground and out of the rain.,"This could be fabulous, but is, in reality, chaotic",3.0
"This is my favourite eating place in London. I love the surroundings, the food is always freshly cooked. The menu is limited but if you accept that, the quality is superb. In addition, it is good value for money. A bonus is the excellent loos!!",Best apple crumble in London,4.0
"What a refreshing change! A cafe in the historical crypt of St. Martin in the Fields, that is very reasonably priced, good quality, and with plenty of seating, the latter being a bonus in this crowded part of London where one can rarely get a...More",Fantastic lunchtime place to eat,4.0
We went to the Cafe in the Crypt on a very cold evening before a concert in the church and found it full but not too noisy to talk to each other. The food service is cafeteria-style where you pick up a tray at the...More,Breakfast in the Crypt,4.0
"We loved the atmosphere in this unique and beautiful space. Unfortunately, the food does not do the place justice. The food is served cafeteria line-style (which is fine) but there is a bit of confusion about exactly how the cashier line forms. We opted for...More",A good respite on a rainy day,4.0
"Dear TravelFan48105,
Thank you very much for taking the time to review your experience of the Café in the Crypt. I am very sorry to hear that it didn't quite meet your expectations.
I am delighted to say that we are currently working on a...More",a little hidden jewel in the centre of london!!!,5.0
"The Cafe in the Crypt has certainly changed a great deal since our last visit here, about 8 years ago. The dining area has greatly expanded, with the gift shop having moved to the area previously singularly occupied by the brass rubbing centre. Food was...More",Cold breakfast,1.0
"Far below the church at St. Martin in the Fields, the crypt has you seated above graves of early Londoners. I've come here often and it please me to know that the money I spend on lunch goes to the continues upkeep of such a...More",Not improved on my first experience,3.0
"The food was ok, nothing very special. It was my first trip there but it was not a very pleasant experience. I ordered Full English Breakfast for £7.50 and when my order came, there wasn't any black pudding. I went to ask and they said...More",Amazing location and exceptional value for money in Central London,5.0
"Dear Michtsy
Thank you for letting us know about your experience in the Café in the Crypt and I apologise that on this occasion we got it wrong. We have identified and spoken to the person who served you and we will also be using...More",Fantastic food!,5.0
Quite a very nice place. Diversity. Clean toilets. Free wi-fi access. You can sure have a nice meal here and relax. Fabulous for a lunch break if you do not mind some noise and when looking for a nice meal for a nice price.,"Good lunch, snack spot in the middle of a busy area",4.0
"We have visited the St Martin-the-Fields café for lunch Christmas time. The food was excellent.
It is a self-service buffet with a lot of choice. Free tap water is available. Fast service with very nice food!",Such a lovely atmosphere,5.0
"Had lunch again here yesterday. While the roast dinners looked good as usual, this time I chose a vegetable casserole which was delicious and served with rice. Good value for money and the proceeds go to the church. Will be back when I am next...More",Very nice,5.0
"On my recent visit to London, I decided to eat here. It was pretty easy to get to from the Tube stop if you take the right exit. When I arrived the place was quite full and the line was a little long, but not...More",Quite a Different Dining Experience!,5.0
"The Cafe has a wide variety of food choices. My daughter was a bit anxious when she saw that they had a soup kitchen, but it was quite nice. The crypt was interesting to look at as you dined on to of memorial slabs.",Unique Location,4.0
"After a visit to the National Gallery we decided to stop at St Martin-the-Fields café for lunch.
The place seemed to be very popular and the food we had was excellent.
They have free wi fi access and very clean toilets.",So convenient for tourists and locals - a different experience,4.0
"Either take the elevator from the street level, or the stairs from inside the church down to the café. A warm soup and cup of tea, or a full meal are available -- and the prices are affordable (and the restrooms clean and plentiful). And,...More",Quite an enjoyable lunch!,4.0
"I used to go to this ""café"" when the atmosphere was a lot quieter, peaceful & relaxing. Sadly it has turned into a ""mass marketed, multi choice & extremely busy restaurant"" catering to all & sundry & not just those visiting the Church or for...More",Soul food,5.0
"Dear Hairdocat,
Thank you for taking the time to review your visit to the Café in the Crypt. I am very sorry to hear that you did not enjoy your experience.
As you correctly mention all of the profits made by the café (as well...More",You can eat and drink in church,4.0
Served cafeteria style. Selections of sandwich/with soup as well as dinner type entrees and desserts and drinks.All looked very appealing. Quite crowded so it is apparently not unknown.,Good cause,3.0
"Good and reasonable. Hot drinks and wine available. Two meals, one dessert and a glass of wine was less than 30 pounds. Walk around and view the floor where old tombstones have been put to good use.",Underground lunch,5.0
"This is so so much better than all of those chain coffee shops. Service great and ambience was wonderful. We should all try these independent cafe,s. Next one ....
natural history museum.",Cafeteria Style!!,3.0
"Take the lift or stairs down to cafe and be welcomed by an atmospheric space that you can enjoy over a reasonably priced coffee, cake or light meal. A haven just off Trafalgar square.",An unexpected surprise under St Martin-in-the-Field,5.0
"This cafe is located in the basement (crypt) of the church. It is cafeteria style and it can be difficult sometimes to find a place to sit, even though there is lots of seating. The proceeds go to the church so you can feel good...More","Good, fresh food in unusual setting",4.0
"Dear luvroma2,
Thank you for taking the time to review the Café in the Crypt. We really appreciate your feedback as it helps us to change our practices to make your experience as enjoyable as possible.
We understand with such a popular venue as the...More","go for a look, not the food",2.0
"Instead of venturing down to the Crypt, in Summer why not sit outside (behind the Church) and watch the world go by. The food is tasty, the service is friendly. There are even awnings to shelter under if it rains! What's not to like?",Interesting place!,4.0
I have dined in here several times and have never been disappointed. The fare at Christmas is very good and reasonably priced. £9.95 for Turkey potatoes veg and all the trimmings. Came out exceedingly full as usual.,Take a look but don't stop for a bite.,3.0
Very atmospheric with exposed brick vaulted ceilings. Great Cafe serving food and they hold exhibitions here and also during November ( Wednesday's. ) they did Jazz evenings. Need to watch their web site for new and upcoming things. Just to meet up with friends for...More,Never disappoints,4.0
"A very cool and impressive place to sit in but was unfortunate about the food.
The food was very bland and plain and in my opinion was very over priced. It had an underground food court kinda look....well I suppose that's what it was.
If...More",Good value in a central location.,4.0
"I read about this gem and decided to give it a try. I did not regret. I am fascinated by the location, not at all difficult to locate. The entrance is separate from the church although you can head up to the church from where...More",Good bang for the buck,3.0
"A must visit place just of Trafalgar Square, Its fantastic place to have lunch / snack or just a cuppa.
You can do brass rubbing if thats your thing, there are people there to tell you a little about it. its just a must place...More",Enjoyable lunch,4.0
"The café was very full but the atmosphere was welcoming and the food was good. Soup, a roll with butter and a dessert for £6.95 - magnificent!
The adjacent gift shop had lovely items too.",lovely lunch!,5.0
This is a little gem of a place. I often pop in for coffee or a glass of wine to meet up with people. Their jazz evenings are pretty good but you do need to book in advance. The best apple crumble and custard is...More,Wholesome food in an awesome setting.,5.0
"As usual when I visit London I visit this Restaurant and the quality is always the tops. Sadly word has got around the last years and is often full, but still worthwhile visiting for a good breakfast, lunch or just coffee and cake. The atmosphere...More",Pathetic Canteen Food,2.0
quite large served quite a selection of food and drink and there was a selection of different cold drinks not overly cheap but on par with london prices there was a place to serve yourself cold water nice place and you get into the church...More,Ordinary with a capital O R D....,2.0
"I've been a fan of the St Martin's Trust ever since hearing about it on the BBC Christmas appeal 30 years ago. They do wonderful work for homeless people, feeding them, giving them shelter, finding accommodation and clothes and readying them to re-enter the world...More",Lots to like underground,4.0
"Dear RetiredBrit,
Many thanks for your kind feedback on the Café in the Crypt and for mentioning St Martin's work with homeless and vulnerable people. Your review is very timely and much appreciated as we launched our 89th annual Christmas Appeal on BBC Radio 4...More",A must-go in Trafalgar Square for lunch or coffee,5.0
Afternoon tea with mulled wine. What a fabulous idea! Scones were lovely and you can choose two small bite size pieces of cake. Beats the chain coffee shops any day.,Canteen with character ,4.0
"Came here for breakfast, the place is a lovely to visit and the staff were very friendly. I ordered the traditional breakfast, a bit pricey but normal for central London. The egg and bacon were fine as she cooked these to order but the mushroom,...More",Good food in an unusual setting.,4.0
